1aor	A	608	SF4	A	295	C	(' ', 295, ' ')	 	train_data
1aor	A	608	SF4	A	291	C	(' ', 291, ' ')	 	train_data
1aor	A	608	SF4	A	288	C	(' ', 288, ' ')	 	train_data
1aor	A	608	SF4	A	494	C	(' ', 494, ' ')	 	train_data
1aso	B	554	CU	B	507	C	(' ', 507, ' ')	 	train_data
1aso	B	554	CU	B	512	H	(' ', 512, ' ')	 	train_data
1aso	B	554	CU	B	445	H	(' ', 445, ' ')	 	train_data
1aso	B	554	CU	B	517	M	(' ', 517, ' ')	 	train_data
1aso	B	555	CU	B	506	H	(' ', 506, ' ')	 	train_data
1aso	B	555	CU	B	450	H	(' ', 450, ' ')	 	train_data
1aso	B	555	CU	B	106	H	(' ', 106, ' ')	 	train_data
1aso	B	556	CU	B	508	H	(' ', 508, ' ')	 	train_data
1aso	B	556	CU	B	104	H	(' ', 104, ' ')	 	train_data
1aso	B	556	CU	B	62	H	(' ', 62, ' ')	 	train_data
1au1	B	169	ZN	B	93	H	(' ', 93, ' ')	 	train_data
1au1	B	169	ZN	A	121	H	(' ', 121, ' ')	 	train_data
1au1	B	169	ZN	B	97	H	(' ', 97, ' ')	 	train_data
1aui	A	522	ZN	A	118	D	(' ', 118, ' ')	 	train_data
1aui	A	522	ZN	A	199	H	(' ', 199, ' ')	 	train_data
1aui	A	522	ZN	A	150	N	(' ', 150, ' ')	 	train_data
1aui	A	522	ZN	A	281	H	(' ', 281, ' ')	 	train_data
1aui	A	523	FE	A	92	H	(' ', 92, ' ')	 	train_data
1aui	A	523	FE	A	90	D	(' ', 90, ' ')	 	train_data
1aui	A	523	FE	A	118	D	(' ', 118, ' ')	 	train_data
1auk	A	603	MG	A	263	D	(' ', 281, ' ')	 	train_data
1auk	A	603	MG	A	12	D	(' ', 30, ' ')	 	train_data
1auk	A	603	MG	A	11	D	(' ', 29, ' ')	 	train_data
1auk	A	603	MG	A	264	N	(' ', 282, ' ')	 	train_data
1axk	B	395	CA	B	348	P	(' ', 348, ' ')	 	train_data
1axk	B	395	CA	B	149	D	(' ', 149, ' ')	 	train_data
1axk	B	395	CA	B	384	G	(' ', 384, ' ')	 	train_data
1aye	A	400	ZN	A	164	E	(' ', 72, ' ')	 	train_data
1aye	A	400	ZN	A	288	H	(' ', 196, ' ')	 	train_data
1aye	A	400	ZN	A	161	H	(' ', 69, ' ')	 	train_data
1b0n	A	1001	ZN	A	63	D	(' ', 63, ' ')	 	train_data
1b0n	A	1001	ZN	A	66	H	(' ', 66, ' ')	 	train_data
1b0n	A	1003	ZN	A	55	D	(' ', 55, ' ')	 	train_data
1b0n	A	1003	ZN	A	92	K	(' ', 92, ' ')	 	train_data
1b6a	A	481	CO	A	364	E	(' ', 364, ' ')	 	train_data
1b6a	A	481	CO	A	459	E	(' ', 459, ' ')	 	train_data
1b6a	A	481	CO	A	262	D	(' ', 262, ' ')	 	train_data
1b6a	A	481	CO	A	331	H	(' ', 331, ' ')	 	train_data
1b6a	A	482	CO	A	262	D	(' ', 262, ' ')	 	train_data
1b6a	A	482	CO	A	459	E	(' ', 459, ' ')	 	train_data
1b6a	A	482	CO	A	251	D	(' ', 251, ' ')	 	train_data
1bf2	A	751	CA	A	230	T	(' ', 230, ' ')	 	train_data
1bf2	A	751	CA	A	259	D	(' ', 259, ' ')	 	train_data
1bf2	A	751	CA	A	128	D	(' ', 128, ' ')	 	train_data
1bf2	A	751	CA	A	232	N	(' ', 232, ' ')	 	train_data
1bf2	A	751	CA	A	229	E	(' ', 229, ' ')	 	train_data
1bou	D	502	FE	D	59	N	(' ', 59, ' ')	 	train_data
1bou	D	502	FE	D	12	H	(' ', 12, ' ')	 	train_data
1bou	D	502	FE	D	61	H	(' ', 61, ' ')	 	train_data
1bou	D	502	FE	D	242	E	(' ', 242, ' ')	 	train_data
1brw	B	3002	CA	B	255	E	(' ', 1255, ' ')	 	train_data
1brw	B	3002	CA	B	90	T	(' ', 1090, ' ')	 	train_data
1brw	B	3002	CA	B	88	G	(' ', 1088, ' ')	 	train_data
1brw	B	3002	CA	B	246	A	(' ', 1246, ' ')	 	train_data
1brw	B	3002	CA	B	243	L	(' ', 1243, ' ')	 	train_data
1c2e	A	247	CA	A	62	E	(' ', 80, ' ')	 	train_data
1c2e	A	247	CA	A	57	V	(' ', 75, ' ')	 	train_data
1c2e	A	247	CA	A	52	E	(' ', 70, ' ')	 	train_data
1c2e	A	247	CA	A	54	N	(' ', 72, ' ')	 	train_data
1c2e	A	263	MG	A	176	D	(' ', 194, ' ')	 	train_data
1c2e	A	263	MG	A	119	S	(' ', 139, ' ')	 	train_data
1c2e	A	263	MG	A	15	Q	(' ', 30, ' ')	 	train_data
1c7k	A	133	ZN	A	87	H	(' ', 87, ' ')	 	train_data
1c7k	A	133	ZN	A	93	D	(' ', 93, ' ')	 	train_data
1c7k	A	133	ZN	A	83	H	(' ', 83, ' ')	 	train_data
1c8n	B	302	CA	C	219	T	(' ', 219, ' ')	 	train_data
1c8n	B	302	CA	B	163	D	(' ', 163, ' ')	 	train_data
1c8n	B	302	CA	B	160	D	(' ', 160, ' ')	 	train_data
1c8n	B	302	CA	C	275	N	(' ', 275, ' ')	 	train_data
1c8n	B	304	CA	B	219	T	(' ', 219, ' ')	 	train_data
1c8n	B	304	CA	B	275	N	(' ', 275, ' ')	 	train_data
1c8n	B	304	CA	A	163	D	(' ', 163, ' ')	 	train_data
1c8n	B	304	CA	A	160	D	(' ', 160, ' ')	 	train_data
1cb8	A	3000	CA	A	394	D	(' ', 416, ' ')	 	train_data
1cb8	A	3000	CA	A	385	D	(' ', 407, ' ')	 	train_data
1cb8	A	3000	CA	A	383	E	(' ', 405, ' ')	 	train_data
1cb8	A	3000	CA	A	395	Y	(' ', 417, ' ')	 	train_data
1cg2	D	500	ZN	D	154	E	(' ', 176, ' ')	 	train_data
1cg2	D	500	ZN	D	363	H	(' ', 385, ' ')	 	train_data
1cg2	D	500	ZN	D	119	D	(' ', 141, ' ')	 	train_data
1cg2	D	501	ZN	D	178	E	(' ', 200, ' ')	 	train_data
1cg2	D	501	ZN	D	90	H	(' ', 112, ' ')	 	train_data
1cg2	D	501	ZN	D	119	D	(' ', 141, ' ')	 	train_data
1cjv	C	405	ZN	C	42	R	(' ', 42, ' ')	 	train_data
1cjv	C	405	ZN	C	209	E	(' ', 209, ' ')	 	train_data
1cjv	C	405	ZN	C	220	H	(' ', 220, ' ')	 	train_data
1ck7	A	990	ZN	A	374	H	(' ', 403, ' ')	 	train_data
1ck7	A	990	ZN	A	378	H	(' ', 407, ' ')	 	train_data
1ck7	A	990	ZN	A	73	C	(' ', 102, ' ')	 	train_data
1ck7	A	990	ZN	A	384	H	(' ', 413, ' ')	 	train_data
1ck7	A	991	ZN	A	149	H	(' ', 178, ' ')	 	train_data
1ck7	A	991	ZN	A	177	H	(' ', 206, ' ')	 	train_data
1ck7	A	991	ZN	A	164	H	(' ', 193, ' ')	 	train_data
1ck7	A	991	ZN	A	151	D	(' ', 180, ' ')	 	train_data
1ck7	A	992	CA	A	182	E	(' ', 211, ' ')	 	train_data
1ck7	A	992	CA	A	161	L	(' ', 190, ' ')	 	train_data
1ck7	A	992	CA	A	179	D	(' ', 208, ' ')	 	train_data
1ck7	A	992	CA	A	157	G	(' ', 186, ' ')	 	train_data
1ck7	A	992	CA	A	156	D	(' ', 185, ' ')	 	train_data
1ck7	A	992	CA	A	159	D	(' ', 188, ' ')	 	train_data
1ck7	A	993	CA	A	138	A	(' ', 167, ' ')	 	train_data
1ck7	A	993	CA	A	171	G	(' ', 200, ' ')	 	train_data
1ck7	A	993	CA	A	139	D	(' ', 168, ' ')	 	train_data
1ck7	A	994	CA	A	447	D	(' ', 476, ' ')	 	train_data
1ck7	A	994	CA	A	589	D	(' ', 618, ' ')	 	train_data
1ck7	A	994	CA	A	492	D	(' ', 521, ' ')	 	train_data
1ck7	A	994	CA	A	540	D	(' ', 569, ' ')	 	train_data
1cmc	B	106	MG	B	104	Y	(' ', 104, ' ')	 	train_data
1cmc	B	106	MG	B	19	E	(' ', 19, ' ')	 	train_data
1cmc	B	106	MG	B	14	H	(' ', 14, ' ')	 	train_data
1cp7	A	901	ZN	A	160	D	(' ', 160, ' ')	 	train_data
1cp7	A	901	ZN	A	85	H	(' ', 85, ' ')	 	train_data
1cp7	A	901	ZN	A	97	D	(' ', 97, ' ')	 	train_data
1cp7	A	902	ZN	A	247	H	(' ', 247, ' ')	 	train_data
1cp7	A	902	ZN	A	132	E	(' ', 132, ' ')	 	train_data
1cp7	A	902	ZN	A	97	D	(' ', 97, ' ')	 	train_data
1cp7	A	905	CA	A	266	D	(' ', 266, ' ')	 	train_data
1cp7	A	905	CA	A	4	I	(' ', 4, ' ')	 	train_data
1cp7	A	905	CA	A	262	D	(' ', 262, ' ')	 	train_data
1cp7	A	905	CA	A	3	D	(' ', 3, ' ')	 	train_data
1cru	B	3003	CA	B	273	D	(' ', 273, ' ')	 	train_data
1cru	B	3003	CA	B	309	E	(' ', 309, ' ')	 	train_data
1cru	B	3003	CA	B	271	Y	(' ', 271, ' ')	 	train_data
1cru	B	3003	CA	B	269	A	(' ', 269, ' ')	 	train_data
1cvr	A	502	CA	A	161	E	(' ', 161, ' ')	 	train_data
1cvr	A	502	CA	A	292	D	(' ', 292, ' ')	 	train_data
1cvr	A	502	CA	A	166	H	(' ', 166, ' ')	 	train_data
1cvr	A	503	CA	A	78	D	(' ', 78, ' ')	 	train_data
1cvr	A	503	CA	A	258	E	(' ', 258, ' ')	 	train_data
1cvr	A	503	CA	A	249	F	(' ', 249, ' ')	 	train_data
1cvr	A	504	CA	A	107	E	(' ', 107, ' ')	 	train_data
1cvr	A	504	CA	A	105	Y	(' ', 105, ' ')	 	train_data
1cvr	A	504	CA	A	103	D	(' ', 103, ' ')	 	train_data
1cvr	A	504	CA	A	100	V	(' ', 100, ' ')	 	train_data
1cvr	A	505	CA	A	293	E	(' ', 293, ' ')	 	train_data
1cvr	A	505	CA	A	302	H	(' ', 302, ' ')	 	train_data
1cvr	A	505	CA	A	296	E	(' ', 296, ' ')	 	train_data
1cyx	A	316	CUA	A	97	C	(' ', 207, ' ')	 	train_data
1cyx	A	316	CUA	A	101	C	(' ', 211, ' ')	 	train_data
1cyx	A	316	CUA	A	105	H	(' ', 215, ' ')	 	train_data
1cyx	A	316	CUA	A	99	E	(' ', 209, ' ')	 	train_data
1cyx	A	316	CUA	A	62	H	(' ', 172, ' ')	 	train_data
1cyx	A	316	CUA	A	108	M	(' ', 218, ' ')	 	train_data
1d0c	A	900	ZN	A	58	C	(' ', 96, ' ')	 	train_data
1d0c	A	900	ZN	B	63	C	(' ', 101, ' ')	 	train_data
1d0c	A	900	ZN	A	63	C	(' ', 101, ' ')	 	train_data
1d0c	A	900	ZN	B	58	C	(' ', 96, ' ')	 	train_data
1d0q	B	151	ZN	B	61	C	(' ', 61, ' ')	 	train_data
1d0q	B	151	ZN	B	64	C	(' ', 64, ' ')	 	train_data
1d0q	B	151	ZN	B	43	H	(' ', 43, ' ')	 	train_data
1d0q	B	151	ZN	B	40	C	(' ', 40, ' ')	 	train_data
1d2v	B	600	CA	B	96	D	(' ', 96, ' ')	 	train_data
1d8h	C	550	MN	C	67	E	(' ', 305, ' ')	 	train_data
1d8h	C	550	MN	C	258	E	(' ', 496, ' ')	 	train_data
1d8h	C	550	MN	C	69	E	(' ', 307, ' ')	 	train_data
1de6	C	450	ZN	C	293	H	(' ', 294, ' ')	 	train_data
1de6	C	450	ZN	C	266	D	(' ', 267, ' ')	 	train_data
1de6	C	450	ZN	C	333	D	(' ', 334, ' ')	 	train_data
1de6	C	450	ZN	C	233	E	(' ', 234, ' ')	 	train_data
1de6	C	451	MN	C	301	D	(' ', 302, ' ')	 	train_data
1de6	C	451	MN	C	303	D	(' ', 304, ' ')	 	train_data
1de6	C	451	MN	C	269	H	(' ', 270, ' ')	 	train_data
1dek	B	300	MG	B	42	Y	(' ', 42, ' ')	 	train_data
1dek	B	300	MG	B	108	E	(' ', 108, ' ')	 	train_data
1dek	B	300	MG	B	85	Q	(' ', 85, ' ')	 	train_data
1dgm	A	380	MG	A	185	A	(' ', 185, ' ')	 	train_data
1dgm	A	380	MG	A	191	A	(' ', 191, ' ')	 	train_data
1dgm	A	380	MG	A	188	I	(' ', 188, ' ')	 	train_data
1djw	B	3	CA	B	521	D	(' ', 653, ' ')	 	train_data
1djw	B	3	CA	B	545	N	(' ', 677, ' ')	 	train_data
1djw	B	3	CA	B	519	I	(' ', 651, ' ')	 	train_data
1djw	B	4	CA	B	575	Y	(' ', 707, ' ')	 	train_data
1djw	B	4	CA	B	576	D	(' ', 708, ' ')	 	train_data
1djw	B	4	CA	B	574	D	(' ', 706, ' ')	 	train_data
1dmu	A	302	CA	A	104	I	(' ', 104, ' ')	 	train_data
1dmu	A	302	CA	A	99	S	(' ', 99, ' ')	 	train_data
1dmu	A	302	CA	A	101	R	(' ', 101, ' ')	 	train_data
1doi	A	129	FES	A	68	C	(' ', 68, ' ')	 	train_data
1doi	A	129	FES	A	102	C	(' ', 102, ' ')	 	train_data
1doi	A	129	FES	A	71	C	(' ', 71, ' ')	 	train_data
1doi	A	129	FES	A	63	C	(' ', 63, ' ')	 	train_data
1du3	K	2	ZN	J	117	C	(' ', 230, ' ')	 	train_data
1du3	K	2	ZN	L	117	C	(' ', 230, ' ')	 	train_data
1du3	K	2	ZN	K	117	C	(' ', 230, ' ')	 	train_data
1dva	M	303	CA	M	22	D	(' ', 63, ' ')	 	train_data
1dva	M	303	CA	M	6	G	(' ', 47, ' ')	 	train_data
1dva	M	303	CA	M	23	Q	(' ', 64, ' ')	 	train_data
1dx5	L	502	CA	L	79	D	(' ', 423, ' ')	 	train_data
1dx5	L	502	CA	L	99	T	(' ', 443, ' ')	 	train_data
1dx5	L	502	CA	L	82	E	(' ', 426, ' ')	 	train_data
1dx5	L	502	CA	L	80	I	(' ', 424, ' ')	 	train_data
1dx5	L	502	CA	L	95	N	(' ', 439, ' ')	 	train_data
1dx5	L	502	CA	L	96	L	(' ', 440, ' ')	 	train_data
1dxg	B	37	FE	B	28	C	(' ', 28, ' ')	 	train_data
1dxg	B	37	FE	B	12	C	(' ', 12, ' ')	 	train_data
1dxg	B	37	FE	B	29	C	(' ', 29, ' ')	 	train_data
1dxg	B	37	FE	B	9	C	(' ', 9, ' ')	 	train_data
1dy1	A	401	ZN	A	80	D	(' ', 207, ' ')	 	train_data
1dy1	A	401	ZN	A	7	H	(' ', 134, ' ')	 	train_data
1dy1	A	401	ZN	A	5	H	(' ', 132, ' ')	 	train_data
1dy1	A	401	ZN	A	15	H	(' ', 142, ' ')	 	train_data
1dyo	B	300	CA	B	14	T	(' ', 14, ' ')	 	train_data
1dyo	B	300	CA	B	16	E	(' ', 16, ' ')	 	train_data
1dyo	B	300	CA	B	149	D	(' ', 149, ' ')	 	train_data
1dyo	B	300	CA	B	42	E	(' ', 42, ' ')	 	train_data
1dyo	B	300	CA	B	39	K	(' ', 39, ' ')	 	train_data
1e1h	C	502	ZN	A	287	Y	(' ', 249, ' ')	 	train_data
1e1h	C	502	ZN	C	260	H	(' ', 222, ' ')	 	train_data
1e1h	C	502	ZN	C	264	H	(' ', 226, ' ')	 	train_data
1e5s	B	801	FE2	B	158	H	(' ', 158, ' ')	 	train_data
1e5s	B	801	FE2	B	109	D	(' ', 109, ' ')	 	train_data
1e5s	B	801	FE2	B	107	H	(' ', 107, ' ')	 	train_data
1eb6	A	178	ZN	A	128	H	(' ', 128, ' ')	 	train_data
1eb6	A	178	ZN	A	143	D	(' ', 143, ' ')	 	train_data
1eb6	A	178	ZN	A	132	H	(' ', 132, ' ')	 	train_data
1eo4	A	504	MN	A	45	E	(' ', 45, ' ')	 	train_data
1eo4	A	504	MN	A	74	D	(' ', 74, ' ')	 	train_data
1eo4	A	504	MN	A	91	I	(' ', 91, ' ')	 	train_data
1ep3	B	503	FES	B	231	C	(' ', 231, ' ')	 	train_data
1ep3	B	503	FES	B	249	C	(' ', 249, ' ')	 	train_data
1ep3	B	503	FES	B	234	C	(' ', 234, ' ')	 	train_data
1ep3	B	503	FES	B	226	C	(' ', 226, ' ')	 	train_data
1ept	B	146	CA	B	9	E	(' ', 70, ' ')	 	train_data
1ept	B	146	CA	B	11	N	(' ', 72, ' ')	 	train_data
1ept	B	146	CA	B	14	V	(' ', 75, ' ')	 	train_data
1ept	B	146	CA	B	16	E	(' ', 77, ' ')	 	train_data
1ept	B	146	CA	B	19	E	(' ', 80, ' ')	 	train_data
1eu4	A	400	ZN	A	160	D	(' ', 160, ' ')	 	train_data
1eu4	A	400	ZN	A	200	D	(' ', 200, ' ')	 	train_data
1eu4	A	400	ZN	A	198	H	(' ', 198, ' ')	 	train_data
1ezm	A	302	ZN	A	164	E	(' ', 164, ' ')	 	train_data
1ezm	A	302	ZN	A	144	H	(' ', 144, ' ')	 	train_data
1ezm	A	302	ZN	A	140	H	(' ', 140, ' ')	 	train_data
1ezm	A	400	CA	A	183	D	(' ', 183, ' ')	 	train_data
1ezm	A	400	CA	A	175	E	(' ', 175, ' ')	 	train_data
1ezm	A	400	CA	A	172	E	(' ', 172, ' ')	 	train_data
1ezm	A	400	CA	A	136	D	(' ', 136, ' ')	 	train_data
1ezm	A	400	CA	A	185	L	(' ', 185, ' ')	 	train_data
1f2i	L	6201	ZN	L	40	H	(' ', 6125, ' ')	 	train_data
1f2i	L	6201	ZN	L	22	C	(' ', 6107, ' ')	 	train_data
1f2i	L	6201	ZN	L	27	C	(' ', 6112, ' ')	 	train_data
1f2i	L	6201	ZN	L	44	H	(' ', 6129, ' ')	 	train_data
1f2i	L	6202	ZN	L	72	H	(' ', 6157, ' ')	 	train_data
1f2i	L	6202	ZN	L	68	H	(' ', 6153, ' ')	 	train_data
1f2i	L	6202	ZN	L	55	C	(' ', 6140, ' ')	 	train_data
1f2i	L	6202	ZN	L	52	C	(' ', 6137, ' ')	 	train_data
1f35	B	303	ZN	A	146	E	(' ', 147, ' ')	 	train_data
1f35	B	303	ZN	B	17	D	(' ', 1018, ' ')	 	train_data
1f35	B	303	ZN	B	19	D	(' ', 1020, ' ')	 	train_data
1f5f	A	250	CA	A	160	A	(' ', 160, ' ')	 	train_data
1f5f	A	250	CA	A	52	E	(' ', 52, ' ')	 	train_data
1f5f	A	250	CA	A	50	D	(' ', 50, ' ')	 	train_data
1f5f	A	251	ZN	A	65	D	(' ', 65, ' ')	 	train_data
1f5f	A	251	ZN	A	136	H	(' ', 136, ' ')	 	train_data
1f5f	A	251	ZN	A	83	H	(' ', 83, ' ')	 	train_data
1f5t	D	257	NI	D	10	M	(' ', 4010, ' ')	 	train_data
1f5t	D	257	NI	D	102	D	(' ', 4102, ' ')	 	train_data
1f5t	D	257	NI	D	105	E	(' ', 4105, ' ')	 	train_data
1f5t	D	257	NI	D	106	H	(' ', 4106, ' ')	 	train_data
1f5t	D	258	NI	D	83	E	(' ', 4083, ' ')	 	train_data
1f5t	D	258	NI	D	98	H	(' ', 4098, ' ')	 	train_data
1f5t	D	258	NI	D	79	H	(' ', 4079, ' ')	 	train_data
1f9z	A	1200	NI	B	74	H	(' ', 74, ' ')	 	train_data
1f9z	A	1200	NI	A	5	H	(' ', 5, ' ')	 	train_data
1f9z	A	1200	NI	A	56	E	(' ', 56, ' ')	 	train_data
1f9z	A	1200	NI	B	122	E	(' ', 122, ' ')	 	train_data
1f9z	A	1201	NI	B	5	H	(' ', 5, ' ')	 	train_data
1f9z	A	1201	NI	B	56	E	(' ', 56, ' ')	 	train_data
1f9z	A	1201	NI	A	122	E	(' ', 122, ' ')	 	train_data
1f9z	A	1201	NI	A	74	H	(' ', 74, ' ')	 	train_data
1fi2	A	202	MN	A	90	H	(' ', 90, ' ')	 	train_data
1fi2	A	202	MN	A	95	E	(' ', 95, ' ')	 	train_data
1fi2	A	202	MN	A	137	H	(' ', 137, ' ')	 	train_data
1fi2	A	202	MN	A	88	H	(' ', 88, ' ')	 	train_data
1flg	B	762	CA	B	17	D	(' ', 17, ' ')	 	train_data
1flg	B	762	CA	B	14	T	(' ', 14, ' ')	 	train_data
1flg	B	762	CA	B	11	D	(' ', 11, ' ')	 	train_data
1fmj	B	502	CA	B	121	N	(' ', 121, ' ')	 	train_data
1fmj	B	502	CA	B	118	E	(' ', 118, ' ')	 	train_data
1fmj	B	502	CA	B	122	D	(' ', 122, ' ')	 	train_data
1frf	L	566	NI	L	543	C	(' ', 543, ' ')	 	train_data
1frf	L	566	NI	L	75	C	(' ', 75, ' ')	 	train_data
1frf	L	566	NI	L	546	C	(' ', 546, ' ')	 	train_data
1frf	L	566	NI	L	72	C	(' ', 72, ' ')	 	train_data
1frf	L	567	MG	L	53	E	(' ', 53, ' ')	 	train_data
1frf	L	567	MG	L	495	L	(' ', 495, ' ')	 	train_data
1frf	L	567	MG	L	549	H	(' ', 549, ' ')	 	train_data
1fx7	D	2007	CO	D	83	E	(' ', 83, ' ')	 	train_data
1fx7	D	2007	CO	D	79	H	(' ', 79, ' ')	 	train_data
1fx7	D	2007	CO	D	175	Q	(' ', 175, ' ')	 	train_data
1fx7	D	2007	CO	D	98	H	(' ', 98, ' ')	 	train_data
1fx7	D	2007	CO	D	172	E	(' ', 172, ' ')	 	train_data
1fx7	D	2008	CO	D	105	E	(' ', 105, ' ')	 	train_data
1fx7	D	2008	CO	D	102	C	(' ', 102, ' ')	 	train_data
1fx7	D	2008	CO	D	106	H	(' ', 106, ' ')	 	train_data
1fx7	D	2008	CO	D	10	M	(' ', 10, ' ')	 	train_data
1fzh	B	5003	FE	B	114	E	(' ', 114, ' ')	 	train_data
1fzh	B	5003	FE	B	144	E	(' ', 144, ' ')	 	train_data
1fzh	B	5003	FE	B	147	H	(' ', 147, ' ')	 	train_data
1fzh	B	5004	FE	B	246	H	(' ', 246, ' ')	 	train_data
1fzh	B	5004	FE	B	144	E	(' ', 144, ' ')	 	train_data
1fzh	B	5004	FE	B	243	E	(' ', 243, ' ')	 	train_data
1fzh	B	5004	FE	B	209	E	(' ', 209, ' ')	 	train_data
1fzh	B	5008	CA	B	337	Q	(' ', 337, ' ')	 	train_data
1fzh	B	5008	CA	B	334	D	(' ', 334, ' ')	 	train_data
1fzh	B	5008	CA	B	338	D	(' ', 338, ' ')	 	train_data
1g0u	Z	9012	MG	Z	104	S	(' ', 75, ' ')	 	train_data
1g0u	Z	9012	MG	Z	107	S	(' ', 78, ' ')	 	train_data
1g0u	Z	9014	MG	Z	214	H	(' ', 166, ' ')	 	train_data
1g0u	Z	9014	MG	Z	217	V	(' ', 169, ' ')	 	train_data
1g0u	Z	9014	MG	Z	211	T	(' ', 163, ' ')	 	train_data
1g12	A	200	ZN	A	117	H	(' ', 117, ' ')	 	train_data
1g12	A	200	ZN	A	130	D	(' ', 130, ' ')	 	train_data
1g12	A	200	ZN	A	121	H	(' ', 121, ' ')	 	train_data
1g1i	A	201	CA	A	26	E	(' ', 120, ' ')	 	train_data
1g1i	A	201	CA	A	29	Q	(' ', 123, ' ')	 	train_data
1g1i	A	201	CA	B	29	Q	(' ', 123, ' ')	 	train_data
1g29	2	375	MG	2	356	D	(' ', 356, ' ')	 	train_data
1g29	2	375	MG	2	293	D	(' ', 293, ' ')	 	train_data
1g29	2	375	MG	2	295	Y	(' ', 295, ' ')	 	train_data
1g33	A	110	CA	A	15	D	(' ', 51, ' ')	 	train_data
1g33	A	110	CA	A	17	D	(' ', 53, ' ')	 	train_data
1g33	A	110	CA	A	26	E	(' ', 62, ' ')	 	train_data
1g33	A	110	CA	A	21	F	(' ', 57, ' ')	 	train_data
1g33	A	110	CA	A	23	E	(' ', 59, ' ')	 	train_data
1g33	A	110	CA	A	19	S	(' ', 55, ' ')	 	train_data
1g33	A	111	CA	A	60	K	(' ', 96, ' ')	 	train_data
1g33	A	111	CA	A	65	E	(' ', 101, ' ')	 	train_data
1g33	A	111	CA	A	54	D	(' ', 90, ' ')	 	train_data
1g33	A	111	CA	A	56	D	(' ', 92, ' ')	 	train_data
1g33	A	111	CA	A	58	D	(' ', 94, ' ')	 	train_data
1g5b	B	1003	MN	B	22	H	(' ', 22, ' ')	 	train_data
1g5b	B	1003	MN	B	20	D	(' ', 20, ' ')	 	train_data
1g5b	B	1003	MN	B	49	D	(' ', 49, ' ')	 	train_data
1g5c	F	1006	ZN	F	32	C	(' ', 32, ' ')	 	train_data
1g5c	F	1006	ZN	F	90	C	(' ', 90, ' ')	 	train_data
1g5c	F	1006	ZN	F	87	H	(' ', 87, ' ')	 	train_data
1g5c	F	1009	CA	F	121	V	(' ', 121, ' ')	 	train_data
1g5c	F	1009	CA	F	97	E	(' ', 97, ' ')	 	train_data
